type,ortho_dose,pipe_material,date,location,value,bdl
lead_dissolved,1.0,Pb #1,2018-01-23,LP22,0.1039,FALSE
lead,1.0,Pb #2,2018-01-23,LP23,0.1232,FALSE
lead_dissolved,1.0,Pb #2,2018-01-23,LP23,0.1156,FALSE
lead,1.0,Cu/Pb-Sn,2018-01-23,LP25,0.001,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2018-01-23,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-01-23,LP31,0.0128,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-01-23,LP31,0.0112,FALSE
lead,2.0-0.75,Pb #1,2018-01-23,LP32,0.1319,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-01-23,LP32,0.1241,FALSE
lead,2.0-0.75,Pb #2,2018-01-23,LP33,0.1274,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-01-23,LP33,0.1197,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-01-23,LP35,2e-4,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-01-23,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-01-30,LP11,0.0055,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-01-30,LP11,0.0044,FALSE
lead,0-0.5,Pb #1,2018-01-30,LP12,0.1376,FALSE
lead_dissolved,0-0.5,Pb #1,2018-01-30,LP12,0.1234,FALSE
lead,0-0.5,Pb #2,2018-01-30,LP13,0.1329,FALSE
lead_dissolved,0-0.5,Pb #2,2018-01-30,LP13,0.1152,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-01-30,LP15,2e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-01-30,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-01-30,LP21,0.0042,FALSE
lead_dissolved,1.0,Pb-Cu,2018-01-30,LP21,0.0045,FALSE
lead,1.0,Pb #1,2018-01-30,LP22,0.1002,FALSE
lead_dissolved,1.0,Pb #1,2018-01-30,LP22,0.0907,FALSE
lead,1.0,Pb #2,2018-01-30,LP23,0.1028,FALSE
lead_dissolved,1.0,Pb #2,2018-01-30,LP23,0.0978,FALSE
lead,1.0,Cu/Pb-Sn,2018-01-30,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-01-30,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-01-30,LP31,0.0045,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-01-30,LP31,0.0037,FALSE
lead,2.0-0.75,Pb #1,2018-01-30,LP32,0.1202,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-01-30,LP32,0.1106,FALSE
lead,2.0-0.75,Pb #2,2018-01-30,LP33,0.1137,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-01-30,LP33,0.0966,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-01-30,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-01-30,LP35,2e-4,FALSE
lead,0-0.5,Pb-Cu,2018-02-07,LP11,0.0033,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-02-07,LP11,0.003,FALSE
lead,0-0.5,Pb #1,2018-02-07,LP12,0.088,FALSE
lead_dissolved,0-0.5,Pb #1,2018-02-07,LP12,0.0852,FALSE
lead,0-0.5,Pb #2,2018-02-07,LP13,0.1024,FALSE
lead_dissolved,0-0.5,Pb #2,2018-02-07,LP13,0.0987,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-02-07,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-02-07,LP15,2e-4,FALSE
lead,1.0,Pb-Cu,2018-02-07,LP21,0.0044,FALSE
lead_dissolved,1.0,Pb-Cu,2018-02-07,LP21,0.004,FALSE
lead,1.0,Pb #1,2018-02-07,LP22,0.0947,FALSE
lead_dissolved,1.0,Pb #1,2018-02-07,LP22,0.0924,FALSE
lead,1.0,Pb #2,2018-02-07,LP23,0.1028,FALSE
lead_dissolved,1.0,Pb #2,2018-02-07,LP23,0.0996,FALSE
lead,1.0,Cu/Pb-Sn,2018-02-07,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-02-07,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-02-07,LP31,0.0089,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-02-07,LP31,0.0085,FALSE
lead,2.0-0.75,Pb #1,2018-02-07,LP32,0.1134,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-02-07,LP32,0.1104,FALSE
lead,2.0-0.75,Pb #2,2018-02-07,LP33,0.1073,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-02-07,LP33,0.1042,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-02-07,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-02-07,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-02-13,LP11,0.0027,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-02-13,LP11,0.0023,FALSE
lead,0-0.5,Pb #1,2018-02-13,LP12,0.0898,FALSE
lead_dissolved,0-0.5,Pb #1,2018-02-13,LP12,0.0829,FALSE
lead,0-0.5,Pb #2,2018-02-13,LP13,0.0979,FALSE
lead_dissolved,0-0.5,Pb #2,2018-02-13,LP13,0.0909,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-02-13,LP15,2e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-02-13,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-02-13,LP21,0.003,FALSE
lead_dissolved,1.0,Pb-Cu,2018-02-13,LP21,0.0027,FALSE
lead,1.0,Pb #1,2018-02-13,LP22,0.0934,FALSE
lead_dissolved,1.0,Pb #1,2018-02-13,LP22,0.0883,FALSE
lead,1.0,Pb #2,2018-02-13,LP23,0.1048,FALSE
lead_dissolved,1.0,Pb #2,2018-02-13,LP23,0.0933,FALSE
lead,1.0,Cu/Pb-Sn,2018-02-13,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-02-13,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-02-13,LP31,0.0075,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-02-13,LP31,0.0069,FALSE
lead,2.0-0.75,Pb #1,2018-02-13,LP32,0.1077,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-02-13,LP32,0.1064,FALSE
lead,2.0-0.75,Pb #2,2018-02-13,LP33,0.107,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-02-13,LP33,0.0977,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-02-13,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-02-13,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-02-20,LP11,0.0047,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-02-20,LP11,0.0043,FALSE
lead,0-0.5,Pb #1,2018-02-20,LP12,0.085,FALSE
lead_dissolved,0-0.5,Pb #1,2018-02-20,LP12,0.0819,FALSE
lead,0-0.5,Pb #2,2018-02-20,LP13,0.0947,FALSE
lead_dissolved,0-0.5,Pb #2,2018-02-20,LP13,0.0897,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-02-20,LP15,2e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-02-20,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-02-20,LP21,0.0047,FALSE
lead_dissolved,1.0,Pb-Cu,2018-02-20,LP21,0.0043,FALSE
lead,1.0,Pb #1,2018-02-20,LP22,0.0895,FALSE
lead_dissolved,1.0,Pb #1,2018-02-20,LP22,0.0861,FALSE
lead,1.0,Pb #2,2018-02-20,LP23,0.0956,FALSE
lead_dissolved,1.0,Pb #2,2018-02-20,LP23,0.0932,FALSE
lead,1.0,Cu/Pb-Sn,2018-02-20,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-02-20,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-02-20,LP31,0.009,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-02-20,LP31,0.0083,FALSE
lead,2.0-0.75,Pb #1,2018-02-20,LP32,0.103,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-02-20,LP32,0.1008,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-02-20,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-02-20,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-02-28,LP11,0.0146,FALSE
lead,0-0.5,Pb-Cu,2018-02-28,LP11,0.0029,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-02-28,LP11,0.0135,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-02-28,LP11,0.0024,FALSE
lead,0-0.5,Pb #1,2018-02-28,LP12,0.083,FALSE
lead,0-0.5,Pb #1,2018-02-28,LP12,0.0277,FALSE
lead_dissolved,0-0.5,Pb #1,2018-02-28,LP12,0.0798,FALSE
lead_dissolved,0-0.5,Pb #1,2018-02-28,LP12,0.0253,FALSE
lead,0-0.5,Pb #2,2018-02-28,LP13,0.0894,FALSE
lead,0-0.5,Pb #2,2018-02-28,LP13,0.0306,FALSE
lead_dissolved,0-0.5,Pb #2,2018-02-28,LP13,0.0842,FALSE
lead_dissolved,0-0.5,Pb #2,2018-02-28,LP13,0.0274,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-02-28,LP15,2e-4,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-02-28,LP15,2e-4,TRUE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-02-28,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-02-28,LP21,0.0159,FALSE
lead,1.0,Pb-Cu,2018-02-28,LP21,0.0023,FALSE
lead_dissolved,1.0,Pb-Cu,2018-02-28,LP21,0.0146,FALSE
lead_dissolved,1.0,Pb-Cu,2018-02-28,LP21,0.0014,FALSE
lead,1.0,Pb #1,2018-02-28,LP22,0.0878,FALSE
lead,1.0,Pb #1,2018-02-28,LP22,0.033,FALSE
lead_dissolved,1.0,Pb #1,2018-02-28,LP22,0.0816,FALSE
lead_dissolved,1.0,Pb #1,2018-02-28,LP22,0.0276,FALSE
lead,1.0,Pb #2,2018-02-28,LP23,2e-4,TRUE
lead,1.0,Pb #2,2018-02-28,LP23,0.0362,FALSE
lead_dissolved,1.0,Pb #2,2018-02-28,LP23,0.0843,FALSE
lead_dissolved,1.0,Pb #2,2018-02-28,LP23,0.0309,FALSE
lead,1.0,Cu/Pb-Sn,2018-02-28,LP25,5e-4,FALSE
lead,1.0,Cu/Pb-Sn,2018-02-28,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-02-28,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-02-28,LP31,0.0107,FALSE
lead,2.0-0.75,Pb-Cu,2018-02-28,LP31,0.0021,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-02-28,LP31,0.0099,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-02-28,LP31,0.0012,FALSE
lead,2.0-0.75,Pb #1,2018-02-28,LP32,0.1086,FALSE
lead,2.0-0.75,Pb #1,2018-02-28,LP32,0.0432,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-02-28,LP32,0.106,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-02-28,LP32,0.0358,FALSE
lead,2.0-0.75,Pb #2,2018-02-28,LP33,0.1017,FALSE
lead,2.0-0.75,Pb #2,2018-02-28,LP33,0.0405,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-02-28,LP33,0.0983,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-02-28,LP33,0.0337,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-02-28,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-02-28,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-03-06,LP11,0.0037,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-03-06,LP11,0.0047,FALSE
lead,0-0.5,Pb #1,2018-03-06,LP12,0.0737,FALSE
lead_dissolved,0-0.5,Pb #1,2018-03-06,LP12,0.0783,FALSE
lead,0-0.5,Pb #2,2018-03-06,LP13,0.0879,FALSE
lead_dissolved,0-0.5,Pb #2,2018-03-06,LP13,0.0926,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-03-06,LP15,2e-4,TRUE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-03-06,LP15,3e-4,FALSE
lead,1.0,Pb-Cu,2018-03-06,LP21,0.0039,FALSE
lead_dissolved,1.0,Pb-Cu,2018-03-06,LP21,0.0047,FALSE
lead,1.0,Pb #1,2018-03-06,LP22,0.0769,FALSE
lead_dissolved,1.0,Pb #1,2018-03-06,LP22,0.0844,FALSE
lead,1.0,Pb #2,2018-03-06,LP23,0.082,FALSE
lead_dissolved,1.0,Pb #2,2018-03-06,LP23,0.0874,FALSE
lead,1.0,Cu/Pb-Sn,2018-03-06,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-03-06,LP25,2e-4,FALSE
lead,2.0-0.75,Pb-Cu,2018-03-06,LP31,0.0096,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-03-06,LP31,0.0111,FALSE
lead,2.0-0.75,Pb #1,2018-03-06,LP32,0.096,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-03-06,LP32,0.1012,FALSE
lead,2.0-0.75,Pb #2,2018-03-06,LP33,0.1102,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-03-06,LP33,0.1215,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-03-06,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-03-06,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-03-13,LP11,0.0042,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-03-13,LP11,0.0032,FALSE
lead,0-0.5,Pb #1,2018-03-13,LP12,0.0816,FALSE
lead_dissolved,0-0.5,Pb #1,2018-03-13,LP12,0.0777,FALSE
lead,0-0.5,Pb #2,2018-03-13,LP13,0.0885,FALSE
lead_dissolved,0-0.5,Pb #2,2018-03-13,LP13,0.0816,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-03-13,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-03-13,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-03-13,LP21,0.0059,FALSE
lead_dissolved,1.0,Pb-Cu,2018-03-13,LP21,0.0045,FALSE
lead,1.0,Pb #1,2018-03-13,LP22,0.0873,FALSE
lead_dissolved,1.0,Pb #1,2018-03-13,LP22,0.0846,FALSE
lead,1.0,Pb #2,2018-03-13,LP23,0.0906,FALSE
lead_dissolved,1.0,Pb #2,2018-03-13,LP23,0.0835,FALSE
lead,1.0,Cu/Pb-Sn,2018-03-13,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-03-13,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-03-13,LP31,0.0063,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-03-13,LP31,0.0051,FALSE
lead,2.0-0.75,Pb #1,2018-03-13,LP32,0.1051,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-03-13,LP32,0.0971,FALSE
lead,2.0-0.75,Pb #2,2018-03-13,LP33,0.1101,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-03-13,LP33,0.0974,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-03-13,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-03-13,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-03-21,LP11,0.0053,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-03-21,LP11,0.0045,FALSE
lead,0-0.5,Pb #1,2018-03-21,LP12,0.0882,FALSE
lead_dissolved,0-0.5,Pb #1,2018-03-21,LP12,0.0792,FALSE
lead,0-0.5,Pb #2,2018-03-21,LP13,0.0915,FALSE
lead_dissolved,0-0.5,Pb #2,2018-03-21,LP13,0.0843,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-03-21,LP15,2e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-03-21,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-03-21,LP21,0.0021,FALSE
lead_dissolved,1.0,Pb-Cu,2018-03-21,LP21,7e-4,FALSE
lead,1.0,Pb #1,2018-03-21,LP22,0.0355,FALSE
lead_dissolved,1.0,Pb #1,2018-03-21,LP22,0.0193,FALSE
lead,1.0,Pb #2,2018-03-21,LP23,0.0356,FALSE
lead_dissolved,1.0,Pb #2,2018-03-21,LP23,0.0191,FALSE
lead,1.0,Cu/Pb-Sn,2018-03-21,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-03-21,LP25,8e-4,FALSE
lead,2.0-0.75,Pb-Cu,2018-03-21,LP31,0.0014,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-03-21,LP31,3e-4,FALSE
lead,2.0-0.75,Pb #1,2018-03-21,LP32,0.0384,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-03-21,LP32,0.0151,FALSE
lead,2.0-0.75,Pb #2,2018-03-21,LP33,0.038,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-03-21,LP33,0.0153,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-03-21,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-03-21,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-03-27,LP11,0.0151,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-03-27,LP11,0.0124,FALSE
lead,0-0.5,Pb #1,2018-03-27,LP12,0.0857,FALSE
lead_dissolved,0-0.5,Pb #1,2018-03-27,LP12,0.0778,FALSE
lead,0-0.5,Pb #2,2018-03-27,LP13,0.0964,FALSE
lead_dissolved,0-0.5,Pb #2,2018-03-27,LP13,0.0888,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-03-27,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-03-27,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-03-27,LP21,0.0046,FALSE
lead_dissolved,1.0,Pb-Cu,2018-03-27,LP21,0.0025,FALSE
lead,1.0,Pb #1,2018-03-27,LP22,0.0253,FALSE
lead_dissolved,1.0,Pb #1,2018-03-27,LP22,0.0172,FALSE
lead,1.0,Pb #2,2018-03-27,LP23,0.0235,FALSE
lead_dissolved,1.0,Pb #2,2018-03-27,LP23,0.0164,FALSE
lead,1.0,Cu/Pb-Sn,2018-03-27,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-03-27,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-03-27,LP31,0.0046,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-03-27,LP31,0.0018,FALSE
lead,2.0-0.75,Pb #1,2018-03-27,LP32,0.0246,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-03-27,LP32,0.0138,FALSE
lead,2.0-0.75,Pb #2,2018-03-27,LP33,0.0249,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-03-27,LP33,0.0134,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-03-27,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-03-27,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-04-03,LP11,0.0053,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-04-03,LP11,0.0045,FALSE
lead,0-0.5,Pb #1,2018-04-03,LP12,0.0707,FALSE
lead_dissolved,0-0.5,Pb #1,2018-04-03,LP12,0.0663,FALSE
lead,0-0.5,Pb #2,2018-04-03,LP13,0.0784,FALSE
lead_dissolved,0-0.5,Pb #2,2018-04-03,LP13,0.0752,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-04-03,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-04-03,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-04-03,LP21,0.0013,FALSE
lead_dissolved,1.0,Pb-Cu,2018-04-03,LP21,3e-4,FALSE
lead,1.0,Pb #1,2018-04-03,LP22,0.0229,FALSE
lead_dissolved,1.0,Pb #1,2018-04-03,LP22,0.0101,FALSE
lead,1.0,Pb #2,2018-04-03,LP23,0.027,FALSE
lead_dissolved,1.0,Pb #2,2018-04-03,LP23,0.0103,FALSE
lead,1.0,Cu/Pb-Sn,2018-04-03,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-04-03,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-04-03,LP31,0.003,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-04-03,LP31,5e-4,FALSE
lead,2.0-0.75,Pb #1,2018-04-03,LP32,0.0235,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-04-03,LP32,0.0069,FALSE
lead,2.0-0.75,Pb #2,2018-04-03,LP33,0.0235,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-04-03,LP33,0.0068,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-04-03,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-04-03,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-04-10,LP11,0.0059,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-04-10,LP11,0.0059,FALSE
lead,0-0.5,Pb #1,2018-04-10,LP12,0.0658,FALSE
lead_dissolved,0-0.5,Pb #1,2018-04-10,LP12,0.0696,FALSE
lead,0-0.5,Pb #2,2018-04-10,LP13,0.08,FALSE
lead_dissolved,0-0.5,Pb #2,2018-04-10,LP13,0.0783,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-04-10,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-04-10,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-04-10,LP21,0.004,FALSE
lead_dissolved,1.0,Pb-Cu,2018-04-10,LP21,0.0013,FALSE
lead,1.0,Pb #1,2018-04-10,LP22,0.0215,FALSE
lead_dissolved,1.0,Pb #1,2018-04-10,LP22,0.0096,FALSE
lead,1.0,Pb #2,2018-04-10,LP23,0.0217,FALSE
lead_dissolved,1.0,Pb #2,2018-04-10,LP23,0.0094,FALSE
lead,1.0,Cu/Pb-Sn,2018-04-10,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-04-10,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-04-10,LP31,0.0048,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-04-10,LP31,0.001,FALSE
lead,2.0-0.75,Pb #1,2018-04-10,LP32,0.0225,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-04-10,LP32,0.0064,FALSE
lead,2.0-0.75,Pb #2,2018-04-10,LP33,0.0232,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-04-10,LP33,0.0067,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-04-10,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-04-10,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-04-17,LP11,0.0046,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-04-17,LP11,0.0045,FALSE
lead,0-0.5,Pb #1,2018-04-17,LP12,0.0649,FALSE
lead_dissolved,0-0.5,Pb #1,2018-04-17,LP12,0.0628,FALSE
lead,0-0.5,Pb #2,2018-04-17,LP13,0.0843,FALSE
lead_dissolved,0-0.5,Pb #2,2018-04-17,LP13,0.0845,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-04-17,LP15,2e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-04-17,LP15,2e-4,FALSE
lead,1.0,Pb-Cu,2018-04-17,LP21,0.001,FALSE
lead_dissolved,1.0,Pb-Cu,2018-04-17,LP21,8e-4,FALSE
lead,1.0,Pb #1,2018-04-17,LP22,0.0149,FALSE
lead_dissolved,1.0,Pb #1,2018-04-17,LP22,0.0131,FALSE
lead,1.0,Pb #2,2018-04-17,LP23,0.0149,FALSE
lead_dissolved,1.0,Pb #2,2018-04-17,LP23,0.0135,FALSE
lead,1.0,Cu/Pb-Sn,2018-04-17,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-04-17,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-04-17,LP31,0.001,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-04-17,LP31,5e-4,FALSE
lead,2.0-0.75,Pb #1,2018-04-17,LP32,0.0145,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-04-17,LP32,0.0111,FALSE
lead,2.0-0.75,Pb #2,2018-04-17,LP33,0.0148,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-04-17,LP33,0.0103,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-04-17,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-04-17,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-04-24,LP11,0.0083,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-04-24,LP11,0.0062,FALSE
lead,0-0.5,Pb #1,2018-04-24,LP12,0.0434,FALSE
lead_dissolved,0-0.5,Pb #1,2018-04-24,LP12,0.0338,FALSE
lead,0-0.5,Pb #2,2018-04-24,LP13,0.0574,FALSE
lead_dissolved,0-0.5,Pb #2,2018-04-24,LP13,0.0489,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-04-24,LP15,4e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-04-24,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2018-04-24,LP21,0.0037,FALSE
lead_dissolved,1.0,Pb-Cu,2018-04-24,LP21,7e-4,FALSE
lead,1.0,Pb #1,2018-04-24,LP22,0.0245,FALSE
lead_dissolved,1.0,Pb #1,2018-04-24,LP22,0.0085,FALSE
lead,1.0,Pb #2,2018-04-24,LP23,0.0237,FALSE
lead_dissolved,1.0,Pb #2,2018-04-24,LP23,0.0082,FALSE
lead,1.0,Cu/Pb-Sn,2018-04-24,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-04-24,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-04-24,LP31,0.0216,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-04-24,LP31,4e-4,FALSE
lead,2.0-0.75,Pb #1,2018-04-24,LP32,0.0037,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-04-24,LP32,0.0041,FALSE
lead,2.0-0.75,Pb #2,2018-04-24,LP33,0.0219,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-04-24,LP33,0.004,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-04-24,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-04-24,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-05-04,LP11,0.0075,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-05-04,LP11,0.0039,FALSE
lead,0-0.5,Pb #1,2018-05-04,LP12,0.054,FALSE
